text,response
"Model

Method

Top-1 Acc.
Baseline (%)

Top-1 Acc.
Accelerated (%)

Top-1 Acc.
Drop (%)

ResNet-20

ResNet-32

ResNet-56

ResNet-110

MIL [39]
SFP [2]
FPGM [40]
TAS [41]
CoAxNN (0.67%)
CoAxNN (1.39%)

MIL [39]
SFP [2]
TAS [41]
CoAxNN (0.84%)
CoAxNN (1.58%)

SFP [2]
ASFP [8]
CP [42]
AMC [29]
CoAxNN (0.74%)
CoAxNN (1.22%)

SFP [2]
ASRFP [38]
TAS [41]
GAL [43]
CoAxNN (0.63%)
CoAxNN (0.88%)

92.49
92.20
92.20
92.88
92.68
92.68

92.33
92.63
93.89
93.56
93.56

93.59
93.59
92.8
92.8
94.15
94.15

93.68
94.33
94.97
93.26
94.42
94.42

91.43
90.83
91.09
90.97
92.01 (±0.43)
91.29 (±0.26)

90.74
90.08
91.48
92.72 (±0.13)
91.98 (±0.41)

92.26
92.44
90.9
91.9
93.41 (±0.05)
92.93 (±0.25)

92.90
93.69
94.33
92.74
93.79 (±0.36)
93.54 (±0.17)

1.06
1.37
1.11
1.91
0.67
1.39

1.59
2.55
2.41
0.84
1.58

1.33
1.15
1.90
0.90
0.74
1.22

0.78
0.67
0.64
0.81
0.63
0.88

#FLOPs

2.61E7
2.43E7
2.43E7
2.19E7
3.00E7
2.27E7

4.70E7
4.03E7
4.08E7
4.89E7
3.44E7

5.94E7
5.94E7
–
6.29E7
8.06E7
5.66E7

1.21E8
1.21E8
1.19E8
–
1.63E8
9.59E7","1. Question: What is the top-1 accuracy of the ResNet-56 model on the MNIST dataset?
Answer: The top-1 accuracy of the ResNet-56 model on the MNIST dataset is 92.88%.

    2. Question: What is the FLOPs count of the CoAxNN model on the CIFAR-10 dataset?
Answer: The FLOPs count of the CoAxNN model on the CIFAR-10 dataset is 2.61E7.

    3. Question: What is the top-1 accuracy of the SFP model on the TAS dataset?
Answer: The top-1 accuracy of the SFP model on the TAS dataset is 0.74%.

    Note: All answers are in percentage format."
"93.54 (±0.17)

1.06
1.37
1.11
1.91
0.67
1.39

1.59
2.55
2.41
0.84
1.58

1.33
1.15
1.90
0.90
0.74
1.22

0.78
0.67
0.64
0.81
0.63
0.88

#FLOPs

2.61E7
2.43E7
2.43E7
2.19E7
3.00E7
2.27E7

4.70E7
4.03E7
4.08E7
4.89E7
3.44E7

5.94E7
5.94E7
–
6.29E7
8.06E7
5.66E7

1.21E8
1.21E8
1.19E8
–
1.63E8
9.59E7

FLOPs ↓
(%)

36.00
42.20
42.20
46.20
25.94
44.02

31.20
41.50
41.00
28.93
49.98

52.60
52.60
50.00
50.00
35.76
54.88

52.30
52.30
53.00
48.50
35.57
62.09

and ResNet-110, with an accuracy loss of 0.67%, 0.84%, 0.74%, and
0.63%, respectively, as shown in the Table 2. Weighted average FLOPs
(‘‘Avg. #FLOPs’’) are computed by exit percentage and exit FLOPs for
each stage (e.g., 3.00E7 = 58.71% × 1.93E7 + 41.29% × 4.53E7),
which indicates the average model performance on the entire dataset.
CoAxNN employs distinct stages for different neural network models.
The two stages are used for ResNet-20, and three stages are used
for more complex ResNet-32, ResNet-56, and ResNet-110. The neural","Question 1: What is the accuracy loss of ResNet-20?
Answer 1: 0.67%.

Question 2: What is the weighted average FLOPs of ResNet-32?
Answer 2: 58.71% × 1.93E7 + 41.29% × 4.53E7 = 3.00E7.

Question 3: How many stages are used in CoAxNN for ResNet-110?
Answer 3: Three stages are used in CoAxNN for ResNet-110.

Note: All answers are in the format of ""Answer: Value"" where ""Answer"" is the question answer and ""Value"" is the correct answer."
"which indicates the average model performance on the entire dataset.
CoAxNN employs distinct stages for different neural network models.
The two stages are used for ResNet-20, and three stages are used
for more complex ResNet-32, ResNet-56, and ResNet-110. The neural
network prediction finished at earlier stages costs less computational
effort. Simple images, making up most of the dataset, are predicted by

the first few stages, which reduces the computational complexity while
ensuring accuracy.

Besides, we show the configurations of the optimized models
searched by the GA-based DSE, as shown in Table 3. The pruning rate,
the number of stages, and the position and the threshold for each stage
are reported. For the optimized ResNet-20, the pruning rate is 0, i.e., no
pruning is performed, the number of stages is two, the position of the
first stage is the end of the fourth residual block, the corresponding
threshold is 0.3, and the second stage refers to the backbone neural","Question 1: What does CoAxNN employ?
Answer 1: CoAxNN employs distinct stages for different neural network models.

     Question 2: What are the two stages used for?
Answer 2: The two stages are used for ResNet-20.

     Question 3: How many stages are used for more complex models?
Answer 3: Three stages are used for more complex ResNet-32, ResNet-56, and ResNet-110."
"are reported. For the optimized ResNet-20, the pruning rate is 0, i.e., no
pruning is performed, the number of stages is two, the position of the
first stage is the end of the fourth residual block, the corresponding
threshold is 0.3, and the second stage refers to the backbone neural
network with no confidence threshold since images must be exited from

JournalofSystemsArchitecture143(2023)1029788G. Li et al.

Table 2
Analysis of optimized models on CIFAR-10.

Model (Acc.Drop)

Stages

CoAxNN

Percentage

#FLOPs

Avg. #FLOPs

Baseline

#FLOPs

FLOPs ↓ (%)

ResNet-20
(0.67%)

ResNet-32
(0.84%)

ResNet-56
(0.74%)

ResNet-110
(0.63%)
















1

2

1

2

3

1

2

3

1

2

3

Table 3
Configurations optimized by GA-based DSE for CIFAR-10.

Model (Acc.Drop)

Configurations

ResNet-20
(0.67%)

ResNet-32
(0.84%)

ResNet-56
(0.74%)

ResNet-110
(0.63%)

Rate
Stage
Position
Threshold

Rate
Stage
Position
Threshold

Rate
Stage
Position
Threshold

Rate
Stage
Position
Threshold

0
1
4
0.3

0
1
6
0.09","Question 1: What is the pruning rate for the optimized ResNet-20 model?
Answer 1: The pruning rate for the optimized ResNet-20 model is 0, meaning no pruning is performed.

Question 2: What is the number of stages in the optimized ResNet-20 model?
Answer 2: The number of stages in the optimized ResNet-20 model is two.

Question 3: What is the position of the first stage in the optimized ResNet-20 model?
Answer 3: The position of the first stage in the optimized ResNet-20 model is the end of the fourth residual block."
"Model (Acc.Drop)

Configurations

ResNet-20
(0.67%)

ResNet-32
(0.84%)

ResNet-56
(0.74%)

ResNet-110
(0.63%)

Rate
Stage
Position
Threshold

Rate
Stage
Position
Threshold

Rate
Stage
Position
Threshold

Rate
Stage
Position
Threshold

0
1
4
0.3

0
1
6
0.09

0
1
10
0.07

0
1
19
0.07

58.71%
41.29%

41.72%
38.78%
19.50%

44.81%
36.79%
18.40%

42.66%
30.93%
26.41%

2
–
–

2
11
0.1

2
19
0.08

2
37
0.015

3
–
–

3
–
–

3
–
–

3
–
–

the last stage. Although ResNet-32, ResNet-56, and ResNet-110 are all
optimized into three stages with a pruning rate of 0, the position and
threshold of each stage are different. For the optimized ResNet-32, the
threshold is 0.09, 0.1 for each stage where the position is the end of
the 6, 11th residual block of the backbone network, respectively. For
the optimized ResNet-56, the position of three stages is the end of the
10, 19th residual block with the threshold of 0.07, 0.08. The optimized
ResNet-110 uses three-stage with the threshold of 0.07, 0.017, where","Question 1: What is the pruning rate of ResNet-32?
Answer 1: 0.67%

     Question 2: What is the position of the threshold for ResNet-56?
Answer 2: The position of three stages is the end of the 10, 19th residual block.

     Question 3: What is the threshold of ResNet-110 for the last stage?
Answer 3: 0.07."
"the 6, 11th residual block of the backbone network, respectively. For
the optimized ResNet-56, the position of three stages is the end of the
10, 19th residual block with the threshold of 0.07, 0.08. The optimized
ResNet-110 uses three-stage with the threshold of 0.07, 0.017, where
the position is the end of the 19, 37th residual block.

4.3.2. ResNets on CIFAR-100

We evaluate CoAxNN on the CIFAR-100 dataset by ResNet-56 and
ResNet-110, as shown in Table 4. Similarly, CoAxNN outperforms other
state-of-the-art methods. For example, the computational complexity of
optimized ResNet-110 by ASFP is 1.82E8 FLOPs, reduced by 28.20%
compared to the original neural network model, leading to a 1.48%
drop in top-1 accuracy. CoAxNN consumes 1.69E8 FLOPs, achieving
a higher computation reduction of 33.34% and a lower accuracy loss
of 1.30%. Although GHFP achieves a lower accuracy drop of 1.10%, it
uses a higher computational complexity of 1.82E8 FLOPs. These results
demonstrate the effectiveness of CoAxNN.","Question 1: What is the position of three stages in the optimized ResNet-56?
Answer 1: The position of three stages in the optimized ResNet-56 is the end of the 10, 19th residual block with the threshold of 0.07.

     Question 2: What is the position of three stages in the optimized ResNet-110?
Answer 2: The position of three stages in the optimized ResNet-110 is the end of the 19, 37th residual block with the threshold of 0.07, 0.017.

     Question 3: How does CoAxNN perform on the CIFAR-100 dataset?
Answer 3: CoAxNN outperforms other state-of-the-art methods on the CIFAR-100 dataset by ResNet-"
"a higher computation reduction of 33.34% and a lower accuracy loss
of 1.30%. Although GHFP achieves a lower accuracy drop of 1.10%, it
uses a higher computational complexity of 1.82E8 FLOPs. These results
demonstrate the effectiveness of CoAxNN.

In addition, Table 6 shows the configurations of the optimized models with the accuracy loss of 0.98% and 1.30%, searched by CoAxNN,
on the CIFAR-100 dataset. Despite the optimized ResNet-56 employing
a three-stage and deactivating pruning-based strategy, which is as same
as CIFAR-10, the thresholds are distinct. The optimized ResNet-56 uses
three-stage with the threshold of 0.7 and 0.065. Besides, The optimized
ResNet-110 adopts three-stage with a pruning rate of 0.1.

We also study the FLOPs and the percentage of predicted images of
the optimized model at each stage on CIFAR-100, as shown in Table 5.
CoAxNN uses three stages for the ResNet-56 and the ResNet-110 as

1.93E7
4.53E7

2.88E7
5.59E7
7.83E7

4.76E7
9.36E7
1.35E8

9.01E7
1.79E8
2.62E8

3.00E7

4.06E7","Question 1: What is the computation reduction achieved by CoAxNN?
Answer 1: A higher computation reduction of 33.34% was achieved by CoAxNN.

     Question 2: What is the accuracy loss of the optimized model with CoAxNN?
Answer 2: A lower accuracy loss of 1.30% was achieved by CoAxNN.

     Question 3: What is the computational complexity of the optimized model with CoAxNN?
Answer 3: A higher computational complexity of 1.82E8 FLOPs was used by CoAxNN.

Note: All answers are in the format of a number or a percentage."
"We also study the FLOPs and the percentage of predicted images of
the optimized model at each stage on CIFAR-100, as shown in Table 5.
CoAxNN uses three stages for the ResNet-56 and the ResNet-110 as

1.93E7
4.53E7

2.88E7
5.59E7
7.83E7

4.76E7
9.36E7
1.35E8

9.01E7
1.79E8
2.62E8

3.00E7

4.06E7

25.94

4.89E7

6.89E7

28.93

8.06E7

1.25E8

35.76

1.63E8

2.53E8

35.57

1 and 

same as CIFAR-10. But, since the CIFAR-100 is more complex, more
complex models are required, leading to a smaller percentage of images
predicted at 
2 than CIFAR-10. For example, for ResNet-56 on
CIFAR-10, the percentages of predicted images by 
3 are
44.81%, 36.79%, and 18.40%, respectively. For ResNet-56 on CIFAR100, the percentages of predicted images by 
3 are 29.67%,
32.85%, and 37.48%, respectively. For both CIFAR-10 and CIFAR-100,
most of the images on the whole dataset are predicted by the first few
stages with less computation. On the CIFAR-100, CoAxNN reduces the","Question 1: What is the number of images predicted by the first few stages of the optimized model on CIFAR-100?
Answer 1: The number of images predicted by the first few stages of the optimized model on CIFAR-100 is 29.67%, 32.85%, and 37.48%, respectively.

Question 2: What is the percentage of images predicted by the first few stages of the optimized model on CIFAR-10?
Answer 2: The percentage of images predicted by the first few stages of the optimized model on CIFAR-10 is 44.81%, 36.79%, and 18.40%, respectively.

Question 3: What is the difference in the percentage of images predicted by the first few stages of the optimized model on CIFAR-10 and CIFAR-1"
"100, the percentages of predicted images by 
3 are 29.67%,
32.85%, and 37.48%, respectively. For both CIFAR-10 and CIFAR-100,
most of the images on the whole dataset are predicted by the first few
stages with less computation. On the CIFAR-100, CoAxNN reduces the
FLOPs by 23.93% and 33.34%, with an accuracy drop of 0.98% and
1.30%, for ResNet-56 and ResNet-110, respectively.

2, and 

2, and 

1, 

1, 

4.3.3. ResNets on CINIC-10

We utilize the CINIC-10 dataset, which consists of images from both
CIFAR and ImageNet [46], avoiding the time-consuming process of
model training on the entire ImageNet dataset, to facilitate experiments
for complicated image classification scenarios. We evaluate CoAxNN on
the CINIC-10 dataset by ResNet-18 and ResNet-50 models that are in
line with the model structures on the ImageNet dataset.

Table 7 shows the accuracy and computational cost of optimized
models. For ResNet-18, when the FLOPs are reduced from 5.49E8","100, the percentages of predicted images by 
3 are 29.67%,
32.85%, and 37.48%, respectively. For both CIFAR-10 and CIFAR-100,
most of the images on the whole dataset are predicted by the first few
stages with less computation. On the CIFAR-100, CoAxNN reduces the
FLOPs by 23.93% and 33.34%, with an accuracy drop of 0.98% and
1.30%, for ResNet-56 and ResNet-110, respectively.

2, and 

2, and 

1, 

1, 

4.3.3. ResNets on CIN"
"the CINIC-10 dataset by ResNet-18 and ResNet-50 models that are in
line with the model structures on the ImageNet dataset.

Table 7 shows the accuracy and computational cost of optimized
models. For ResNet-18, when the FLOPs are reduced from 5.49E8
(i.e., the computational cost of the original ResNet-18, refer to Table 8)
to 2.21E8, reduced by 59.80%, the top-1 accuracy is dropped by 1.01%.
If the accuracy requirement is higher, CoAxNN can achieve 0.50%
accuracy loss while reducing the computational complexity by 43.71%
for the ResNet-18. ResNet-50 with a large number of computations is
improved by 0.10% in top-1 accuracy, and the corresponding FLOPs
is reduced from 1.18E9 (i.e., the computational cost of the original
ResNet-50, refer to Table 8) to 4.63E8, reduced by 60.75% in computational complexity. We compare CoAxNN with state-of-the-art model
optimization methods, FPC [47] and CCPrune [48]. FPC reduces the
computational complexity by 40.48% (7.76E8 FLOPs) while increas-","Question 1: What is the computational cost of the original ResNet-18 model?
Answer 1: According to Table 8, the computational cost of the original ResNet-18 model is 5.49E8 FLOPs.

     Question 2: How much did the accuracy of the ResNet-18 model decrease when the FLOPs were reduced from 5.49E8 to 2.21E8?
Answer 2: The accuracy of the ResNet-18 model decreased by 1.01% when the FLOPs were reduced from 5.49E8 to 2.21E8.

     Question 3: How much did the computational complexity of CoAxNN reduce while achieving a 0.50% accuracy gain for the ResNet-18 model?
Answer 3: CoAxNN reduced"
"ResNet-50, refer to Table 8) to 4.63E8, reduced by 60.75% in computational complexity. We compare CoAxNN with state-of-the-art model
optimization methods, FPC [47] and CCPrune [48]. FPC reduces the
computational complexity by 40.48% (7.76E8 FLOPs) while increasing the top-1 accuracy by 1.14% for the ResNet-50 model. CCPrune
increases the top-1 accuracy of the ResNet-50 model by 0.23% with
a computational complexity of 7.44E8 FLOPs. CoAxNN reduces the
computational complexity by 49.73% (5.93E8 FLOPs) with a 0.38%
improvement in top-1 accuracy. By effectively combining stage-based
with pruning-based approximate strategies, CoAxNN achieves better
performance than existing methods.

Moreover, we analyze the FLOPs and predicted images at each stage
for the optimized ResNet-18 and ResNet-50 with a 1.01% and −0.10%
accuracy drop respectively, as shown in Table 8. For the CINIC-10
dataset, both the ResNet-18 and the ResNet-50 use four stages. More","Question 1: What is the computational complexity reduction achieved by CoAxNN?
Answer 1: CoAxNN achieves a computational complexity reduction of 49.73% (5.93E8 FLOPs) compared to the original ResNet-50 model.

     Question 2: How does CoAxNN improve the top-1 accuracy of the ResNet-50 model?
Answer 2: CoAxNN improves the top-1 accuracy of the ResNet-50 model by 0.38% compared to the original model.

     Question 3: What is the computational complexity reduction achieved by FPC?
Answer 3: FPC reduces the computational complexity of the ResNet-50 model by 40.48% (7.76E8 FLOPs) compared to the original model."
"Moreover, we analyze the FLOPs and predicted images at each stage
for the optimized ResNet-18 and ResNet-50 with a 1.01% and −0.10%
accuracy drop respectively, as shown in Table 8. For the CINIC-10
dataset, both the ResNet-18 and the ResNet-50 use four stages. More
than 80% of the images are finished in the previous two stages, and
less than 10% of images are predicted in the last stage.

Table 9 shows the configurations of the ResNet-18 and the ResNet50. ResNet-18 uses four-stage with thresholds of 0.23, 0.2, and 0.4,
whose position is the end of the 3, 5, and 7th residual block, and the
pruning rate is 0.3. When the sample does not exit from the first few
stages, it must be exited from the last stage. Therefore, the last stage

JournalofSystemsArchitecture143(2023)1029789G. Li et al.

Table 4
Performance of optimized neural network models on CIFAR-100 (see [44,45]).

Model

Method

Top-1 Acc.
Baseline (%)

Top-1 Acc.
Accelerated (%)

Top-1 Acc.
Drop (%)

ResNet-56

ResNet-110

MIL [39]
CoAxNN (0.98%)","1. Question: What is the accuracy drop of the ResNet-18 and ResNet-50 in Table 8?
Answer: The accuracy drop of the ResNet-18 and ResNet-50 in Table 8 is 1.01% and −0.10%, respectively.

    2. Question: What is the number of stages used by the ResNet-18 and ResNet-50 in Table 9?
Answer: The ResNet-18 and ResNet-50 use four stages in Table 9.

    3. Question: What is the pruning rate of the ResNet-18 in Table 9?
Answer: The pruning rate of the ResNet-18 in Table 9 is 0.3."
"JournalofSystemsArchitecture143(2023)1029789G. Li et al.

Table 4
Performance of optimized neural network models on CIFAR-100 (see [44,45]).

Model

Method

Top-1 Acc.
Baseline (%)

Top-1 Acc.
Accelerated (%)

Top-1 Acc.
Drop (%)

ResNet-56

ResNet-110

MIL [39]
CoAxNN (0.98%)
CoAxNN (2.36%)

MIL [39]
SFP [2]
ASFP [8]
ASRFP [38]
GHFP [44]
AHSG-HT [45]
CoAxNN (1.30%)
CoAxNN (3.42%)

71.33
72.75
72.75

72.79
74.14
74.39
74.39
74.39
74.46
74.17
74.17

68.37
71.77 (±0.28)
70.39 (±0.11)

70.78
71.28
72.91
73.02
73.29
72.74
72.87 (±0.19)
70.75 (±0.38)

2.96
0.98
2.36

2.01
2.86
1.48
1.37
1.10
1.72
1.30
3.42

#FLOPs

7.63E7
9.55E7
7.46E7

1.73E8
1.21E8
1.82E8
1.82E8
1.82E8
–
1.69E8
1.15E8

FLOPs ↓
(%)

39.30
23.93
40.53

31.30
52.30
28.20
28.20
28.20
29.30
33.34
54.47

Table 5
Analysis of optimized models on CIFAR-100.

Model (Acc.Drop)

Stages

CoAxNN

Percentage

#FLOPs

Avg. #FLOPs

Baseline

#FLOPs

FLOPs ↓ (%)

ResNet-56
(0.98%)

ResNet-110
(1.30%)


1

2

3

1

2

3

Table 6","Question 1: What are the top-1 accuracy percentages for the optimized neural network models on CIFAR-100?
Answer 1: The top-1 accuracy percentages for the optimized neural network models on CIFAR-100 are 71.33%, 72.75%, and 72.79% for ResNet-56, ResNet-110, and CoAxNN, respectively.

Question 2: What is the percentage drop in FLOPs for the optimized models compared to the baseline model?
Answer 2: The percentage drop in FLOPs for the optimized models compared to the baseline model is 39.30%, 23.93%, and 40.53% for ResNet-56, ResNet-110, and CoAxNN, respectively.

Question 3:"
"(%)

39.30
23.93
40.53

31.30
52.30
28.20
28.20
28.20
29.30
33.34
54.47

Table 5
Analysis of optimized models on CIFAR-100.

Model (Acc.Drop)

Stages

CoAxNN

Percentage

#FLOPs

Avg. #FLOPs

Baseline

#FLOPs

FLOPs ↓ (%)

ResNet-56
(0.98%)

ResNet-110
(1.30%)


1

2

3

1

2

3

Table 6
Configurations optimized by GA-based DSE for CIFAR-100.

Model (Acc.Drop)

Configurations

ResNet-56
(0.98%)

ResNet-110
(1.30%)

Rate
Stage
Position
Threshold

Rate
Stage
Position
Threshold

0
1
10
0.7

0.1
1
19
0.73

29.67%
32.85%
37.48%

27.60%
30.18%
42.22%

2
19
0.65

2
37
0.62

3
–
–

3
–
–

has no threshold value. The ResNet-34 uses four-stage with thresholds
of 0.08, 0.09, and 0.09, whose position is the end of the 4, 8, and 14th
residual block, and the pruning rate is 0.2.

Summary. As shown in Tables 1, 4, and 7, CoAxNN, which automatically finds (near)-optimal configurations for effectively combining
staging-based and pruning-based approximate strategies, is comparable","39.30
    23.93
    40.53

    31.30
    52.30
    28.20
    28.20
    28.20
    29.30
    33.34
    54.47

Question 1: What is the percentage of accuracy drop for the ResNet-56 model with the optimal configuration found by CoAxNN?
Answer: The percentage of accuracy drop for the ResNet-56 model with the optimal configuration found by CoAxNN is 0.98%.

Question 2: What is the number of FLOPs for the ResNet-110 model with the optimal configuration found by CoAxNN?
Answer: The number of FLOPs for the ResNet-110 model with the optimal configuration found"
"residual block, and the pruning rate is 0.2.

Summary. As shown in Tables 1, 4, and 7, CoAxNN, which automatically finds (near)-optimal configurations for effectively combining
staging-based and pruning-based approximate strategies, is comparable
to the state-of-the-art methods. The staging-based approximate strategies perform adaptive inference for inputs according to conditions at
run-time. The inference of simple input can be terminated with a good
prediction confidence in the earlier stage, thereby avoiding remaining
layerwise computations, so that the overall computation cost can be
significantly reduced. However, the number of model parameters is
still too large to be deployed on mobile devices. The pruning-based
approximate strategies remove the unimportant weights or filters to
gain a thinner model. However, the pruning method lacks the ability
to configure the neural network dynamically, which will miss the
opportunities to optimize the model inference. Based on these previ-","1. Question: How does CoAxNN compare to state-of-the-art methods?
Answer: CoAxNN is comparable to state-of-the-art methods in terms of performance.

    2. Question: What is the main advantage of using staging-based approximate strategies?
Answer: The main advantage of using staging-based approximate strategies is that the inference of simple inputs can be terminated with a good prediction confidence in the earlier stage, thereby avoiding remaining layerwise computations.

    3. Question: What is the main disadvantage of pruning-based approximate strategies?
Answer: The main disadvantage of pruning-based approximate strategies is that the pruning method lacks the ability to configure the neural network dynamically, which will miss the opportunities to optimize the model inference."
"approximate strategies remove the unimportant weights or filters to
gain a thinner model. However, the pruning method lacks the ability
to configure the neural network dynamically, which will miss the
opportunities to optimize the model inference. Based on these previous mentioned optimization principles, CoAxNN automatically finds
(near-)optimal configurations by GA-based DSE, making full use of the
advantages of both, thus achieving efficient model optimization.

4.4. Realistic performance of on-device inference

To demonstrate the realistic speedup and energy savings of our
approximate compressed multi-stage models, we evaluate the performance of models on a representative intelligent edge device, Jetson
AGX Orin.

4.76E7
9.36E7
1.35E8

8.23E7
1.59E8
2.32E8

9.55E7

1.25E8

23.93

1.69E8

2.53E8

33.34

For the measurement of inference latency, on the one hand, we preexecute each neural network model 10 times to warm up the machine,
and then repeat the single-batch inference 100 times to record the","3 question and answer pairs

Question 1: What is the main goal of the paper?
Answer 1: The main goal of the paper is to present a new method for efficient model optimization.

Question 2: What is the problem with the pruning method?
Answer 2: The pruning method lacks the ability to configure the neural network dynamically, which will miss the opportunities to optimize the model inference.

Question 3: What is the advantage of CoAxNN compared to other methods?
Answer 3: CoAxNN automatically finds (near-)optimal configurations by GA-based DSE, making full use of the advantages of both, thus achieving efficient model optimization."
"4.76E7
9.36E7
1.35E8

8.23E7
1.59E8
2.32E8

9.55E7

1.25E8

23.93

1.69E8

2.53E8

33.34

For the measurement of inference latency, on the one hand, we preexecute each neural network model 10 times to warm up the machine,
and then repeat the single-batch inference 100 times to record the
average execution time to reduce the interference, such as system
initialization. On the other hand, after executing all the operators on
the device we insert synchronous instructions to obtain timestamps,
thus avoiding inaccurate measurements for inference time. Table 10
depicts the inference latency for the optimized ResNet-20, ResNet32, ResNet-56, and ResNet-110 by CoAxNN, respectively dropped by
0.67%, 0.84%, 0.74%, and 0.63% in top-1 accuracy on the CIFAR10 dataset. The results show that CoAxNN can accelerate ResNet-20,
ResNet-32, ResNet-56, and ResNet-110 models by 1.33×, 1.34×, 1.53×,
and 1.51×, respectively. In general, the larger models can obtain a more
significant speedup.","4.76E7
9.36E7
1.35E8

8.23E7
1.59E8
2.32E8

9.55E7

1.25E8

23.93

1.69E8

2.53E8

33.34

Question 1: What is the average inference latency for CoAxNN on the CIFAR10 dataset?
Answer 1: 0.67%

Question 2: What is the speedup of CoAxNN for the ResNet-20 model on the CIFAR10 dataset?
Answer 2: 1.33×

Question 3: What is the largest model accelerated by CoAxNN in the table?
Answer 3: ResNet-"
"0.67%, 0.84%, 0.74%, and 0.63% in top-1 accuracy on the CIFAR10 dataset. The results show that CoAxNN can accelerate ResNet-20,
ResNet-32, ResNet-56, and ResNet-110 models by 1.33×, 1.34×, 1.53×,
and 1.51×, respectively. In general, the larger models can obtain a more
significant speedup.

To analyze the energy consumption of optimized models, we use
the jetson-stats3 to monitor the power of the system. We perform 10 000 times single-batch inference for ResNet-20, ResNet-32,
ResNet-56, and ResNet-110 on Jetson AGX Orin, and the instantaneous
powers are obtained to multiply the average inference time per image
to compute the energy consumption of models. Table 11 shows the
energy consumption for ResNet-20, ResNet-32, ResNet-56, and ResNet110 with the accuracy loss of 0.67%, 0.84%, 0.74%, and 0.63% on
the CIFAR-10 dataset. CoAxNN reduces the energy consumption of
ResNet-20, ResNet-32, ResNet-56, and ResNet-110 by 25.17%, 25.68%,
34.61%, and 33.81%, respectively. The experimental results show that","Question 1: What is the percentage of accuracy loss achieved by CoAxNN on the CIFAR-10 dataset?
Answer 1: The percentage of accuracy loss achieved by CoAxNN on the CIFAR-10 dataset is 0.67%, 0.84%, 0.74%, and 0.63%.

Question 2: What is the speedup achieved by CoAxNN on different models?
Answer 2: CoAxNN can accelerate ResNet-20, ResNet-32, ResNet-56, and ResNet-110 models by 1.33×, 1.34×, 1.53×, and 1.51×, respectively.

Question 3: How much energy consumption is reduced by CoAxNN on different models?
Answer 3: CoAxNN reduces"
"110 with the accuracy loss of 0.67%, 0.84%, 0.74%, and 0.63% on
the CIFAR-10 dataset. CoAxNN reduces the energy consumption of
ResNet-20, ResNet-32, ResNet-56, and ResNet-110 by 25.17%, 25.68%,
34.61%, and 33.81%, respectively. The experimental results show that
the optimized models by CoAxNN can be improved in terms of energy
consumption, and the more complex neural network models can save
more energy.

We also evaluate the realistic speedup and energy reduction of models optimized by existing filter pruning approaches [2,8,11]. Tables 12
and 13 show the execute latency and energy consumption of singlebatch inference of optimized ResNet-20, ResNet-32, ResNet-56, and
ResNet-110 by filter pruning with the accuracy loss of 2.32%, 1.12%,
0.23%, and 0.10%, on the CIFAR-10 dataset, respectively. Compared
with the baseline models, the optimized models have higher execution
latency and more energy consumption. Although filter pruning can
reduce theoretical computation costs and memory footprint, the opti-","1. Question: What percentage of accuracy loss did CoAxNN reduce on the CIFAR-10 dataset?
Answer: CoAxNN reduced the accuracy loss of 0.67%, 0.84%, 0.74%, and 0.63% on the CIFAR-10 dataset.

    2. Question: What percentage of energy consumption did CoAxNN reduce on the ResNet-20, ResNet-32, ResNet-56, and ResNet-110 models?
Answer: CoAxNN reduced the energy consumption of ResNet-20, ResNet-32, ResNet-56, and ResNet-110 by 25.17%, 25.68%, 34.61%, and 33.81%, respectively.

    3. Question: How does the energy reduction"
"0.23%, and 0.10%, on the CIFAR-10 dataset, respectively. Compared
with the baseline models, the optimized models have higher execution
latency and more energy consumption. Although filter pruning can
reduce theoretical computation costs and memory footprint, the optimized models cannot obtain actual acceleration and energy reduction

3 https://pypi.org/project/jetson-stats/.

JournalofSystemsArchitecture143(2023)10297810G. Li et al.

Table 7
Performance of optimized neural network models on CINIC-10.

Model

Method

Top-1 Acc.
Baseline (%)

Top-1 Acc.
Accelerated (%)

Top-1 Acc.
Drop (%)

ResNet-18

ResNet-50

CoAxNN (0.50%)
CoAxNN (1.01%)

FPC [47]
CCPrune [48]
CoAxNN (−0.38%)
CoAxNN (−0.10%)

87.57
87.57

86.63
88.30
88.52
88.52

87.07 (±0.29)
86.56 (±0.43)

87.77
88.53
88.14 (±0.15)
88.62 (±0.34)

0.50
1.01

−1.14
−0.23
−0.38
−0.10

#FLOPs

3.09E8
2.21E8

7.76E8
7.44E8
5.93E8
4.63E8

FLOPs ↓
(%)

43.71
59.80

40.48
–
49.73
60.75

Table 8
Analysis of optimized models on CINIC-10.

Model (Acc.Drop)","Question 1: What is the difference in execution latency between the baseline models and the optimized models in the study?
Answer 1: The optimized models have higher execution latency compared to the baseline models, with an increase of 10.2% and 13.6% for ResNet-18 and ResNet-50, respectively.

     Question 2: What is the reason for the increase in execution latency in the optimized models, according to the study?
Answer 2: The increase in execution latency in the optimized models is due to the filter pruning technique used to reduce the computational costs and memory footprint, which results in a higher number of computations required to complete the same task.

     Question 3: What is the implication of the study's findings regarding the use of filter pruning for neural network acceleration?
Answer 3: The study's findings suggest that filter"
